music_id,music_name,music_url,music_author,music_album,music_list_id
156193,为你写诗,http://m10.music.126.net/20190509103928/b3d455e13b3d6a5494ad8f06d61aaaca/ymusic/a396/c316/73ea/e2414a7f0fdb9b9c71cf451d8297b013.mp3,吴克群,为你写诗,957
1294889294,Younger,http://m10.music.126.net/20190509103935/0ca773947e34718603f6cec7df228db1/ymusic/6ea4/7659/30ba/851943420e50b8c54ef78880dd6504af.mp3,The Hails,Younger,958
26612933,Plastic Panorama,http://m10.music.126.net/20190509103941/2a88442d85a67e6a1c0933064abb5130/ymusic/f8d3/66cc/1710/af9d681d64ef1e94ffbf283f9cd0d59a.mp3,Postiljonen,Skyer,958
468738013,Sugar for the Pill,http://m10.music.126.net/20190509103948/b2df7ec2a2e0df3739489f961262333f/ymusic/545e/020c/5552/c4d58c430b5f131a927eb893154aa7e3.mp3,Slowdive,Slowdive,958
508903365,Underwater,http://m10.music.126.net/20190509103954/42787e33475fbc141cdd1a3ecf252b67/ymusic/30bc/c80c/2b81/dd9e814395ddd2d8e7348fe7d10b4f46.mp3,Subsets,Ayelle,958
29481931,Even the Darkness Has Arms,http://m10.music.126.net/20190509104000/df538f411b1c03e80582a748648aa830/ymusic/8e2a/8e84/c9fe/c4c60f7687935c7bb392189d6d2cbc80.mp3,The Barr Brothers,Sleeping Operator,958
477839665,H.O.P.E.,http://m10.music.126.net/20190509104006/3c5ae303b38125d6f8ce21552f8c7695/ymusic/d1b0/6d96/ac1d/c1719d56455882003f0118baf8ad099c.mp3,Molly Nilsson,Zenith,958
420125029,Lauren,http://m10.music.126.net/20190509104012/c8e8382e3b1c76acadcbc8562198ad2e/ymusic/4049/0b22/60bf/99d2eae9c3096269b116547cc75470c5.mp3,Men I Trust,Lauren,958
565017497,It's You,http://m10.music.126.net/20190509104018/e378d0a410b4fc2502d5872979305501/ymusic/4cf7/47ea/f6e5/518d3f274d1e50c500fe4f82f650ee69.mp3,Triathalon,Nothing Bothers Me,958
28240431,People,http://m10.music.126.net/20190509104025/b7f5b4298e58c8f86c7709aac049697e/ymusic/857a/3184/0f7d/301fa5e50ccd731f60243c0d368b8314.mp3,Kye Kye,Fantasize,958
28636993,Brooklyn Baby,http://m10.music.126.net/20190509104031/4c8762a88302f3b56ef822112fe9df1b/ymusic/1c54/530c/d92c/1edadbacad5c78748895e597f7ff6354.mp3,Lana Del Rey,Ultraviolence,958
1318120181,Sun In Our Eyes,http://m10.music.126.net/20190509104037/02146fb39a81f734537c07117a3ad09b/ymusic/0f52/0058/020b/887e16bc7c7229bec5925ad114cb926a.mp3,MØ,Diplo,958
16823356,Everytime I Look In Your Eyes,http://m10.music.126.net/20190509104043/bdb0d99361cc9abd03aef2a4969cffe0/ymusic/41a4/f277/3801/d9ddc53864197c438465c594e39514d8.mp3,Bang Gang,Ghosts from the Past,958
29473749,Camberwell,http://m10.music.126.net/20190509104050/70c99ad54dde758b7c6d281e0ab12d96/ymusic/025d/015a/5659/57d60decb560a2520ee7a33ababeca7d.mp3,#1 Dads,About Face,958
30148832,Bailemen Swing Feat. Zhang Le,http://m10.music.126.net/20190509104056/4b684ca859b9bd546829d022d17a2f79/ymusic/8bda/7542/1f99/e203eaded2f7f2d496827a2c0d0bae29.mp3,The Shanghai Restoration Project,Mungbean Mash,958
530057142,Stay True,http://m10.music.126.net/20190509104102/1d54ab62aa77a55f22fb8fde605cc2e1/ymusic/d2ca/31a4/c8bb/21dd4321a69310f064585a639d3dcfb3.mp3,Men I Trust,Helena,958
31152335,Bones,http://m10.music.126.net/20190509104109/9b768c90e3c18c88f224d6d03da2dcd8/ymusic/c384/6039/a338/b96311d6faf87e7dc18f6fefedd1ad60.mp3,Oliver Koletzki,About: Berlin Vol: 9,958
1357947737,Same Old,http://m10.music.126.net/20190509104115/d83d26c355e31214aadd4856c6ec3cee/ymusic/5559/025e/0308/b3c9564b2954122f1d3e4b71f8112d61.mp3,Felivand,Same Old,958
1308196335,Noche Oscura,http://m10.music.126.net/20190509104121/cd44c2373067a5766d34b6add7912a07/ymusic/5158/000c/5459/f2330f3ce77f3419f900c33019c7ccd0.mp3,Feng Suave,Feng Suave,958
26579838,After the Fall,http://m10.music.126.net/20190509104127/18b551fe41f8df449c5ac863a7b702cf/ymusic/8cea/260d/cc97/b79c75920f24099cd92679d9744ab419.mp3,Emika,Centuries,958
1317457488,The City Holds My Heart,http://m10.music.126.net/20190509104134/ea0e7c5788beab21db4a62406f6ae0dd/ymusic/b2b2/5e5c/d905/30afec1c17b21d988af4a6380c707dc6.mp3,Ghostly Kisses,The City Holds My Heart ,958
1305366120,Show Me How,http://m10.music.126.net/20190509104140/b559d42fa4615bd045914daab31b724d/ymusic/2a81/b16d/b5da/2c86dd5bac91c92f9c39d8e4280f4307.mp3,Men I Trust,Show Me How,958
